Day Number,Day of the Year,Date,"Air Temperature (24hr, K)",Air Temperature (24hr) strength,"Air Temperature (daytime, K)",Air Temperature (daytime) strength,"Relative Humidity (24hr, fraction)",Relative Humidity (24hr) strength,"Relative Humidity (daytime, fraction)",Relative Humidity (daytime) strength,"Pressure (24hr, kPa)",Pressure (24hr) strength,"Pressure (daytime, kPa)",Pressure (12hr) strength,"Soil Moisture (24hr, %)",Soil Moisture (24hr) strength,"Soil Moisture (daytime, %)",Soil Moisture (daytime) strength,"Net Radiation (24hr, W/m^2)",Net Radiation (24hr) strength,"Net Radiation (daytime, W/m^2)",Net Radiation (daytime) strength,"Ground Heat Flux (24hr, W/m^2)",Ground Heat Flux (24hr) strength,"Ground Heat Flux (daytime, W/m^2)",Ground Heat Flux (daytime) strength,"Latent Heat Flux (24hr, W/m^2)",Latent Heat Flux (24hr) strength,"Latent Heat Flux (daytime, W/m^2)",Latent Heat Flux (daytime) strength,"Sensible Heat Flux (24hr, W/m^2)",Sensible Heat Flux (24hr) strength,"Sensible Heat Flux (daytime, W/m^2)",Sensible Heat Flux (daytime) strength,Precipitation (m),Snowfall (m),Day Number,Day of the Year,Date
756,26,26-Jan-95,8.58889,48,8.563104,25,1.027998,48,1.034296,25,96.476167,48,96.48824,25,26.432833,48,26.614336,25,13.859173,48,29.866172,25,-6.326167,48,-10.69175,25,3.722958,48,9.665424,25,-3.810144,48,-9.50914,25,0.011938,0,756,26,34725
757,27,27-Jan-95,11.0386,48,12.211876,25,0.798033,48,0.68164,25,95.414021,48,95.3162,25,26.303587,48,26.275304,25,60.228498,48,140.08284,25,-6.990127,48,-14.062942,25,37.763421,48,69.51568,25,-15.47504,48,-56.504536,25,0.001778,0,757,27,34726
758,28,28-Jan-95,4.736425,48,4.831532,25,0.863073,48,0.842904,25,96.259354,48,96.34284,25,25.703404,48,25.702816,25,16.654758,48,40.761936,25,9.748868,48,6.871726,25,13.982675,48,19.109708,25,-12.421071,48,-28.52426,25,-9999,0.00254,758,28,34727
759,29,29-Jan-95,0.674113,48,0.464248,25,0.959052,48,0.986192,25,97.071771,48,97.08488,25,25.374117,48,25.33772,25,11.962123,48,33.908008,25,18.974154,48,19.020352,25,23.735846,48,45.971744,25,-7.200329,48,-6.956444,25,0.001778,0,759,29,34728
760,30,30-Jan-95,2.830269,48,4.478876,25,0.748648,48,0.669052,25,97.079167,48,97.1348,25,25.542829,48,25.607712,25,72.335992,48,174.701448,25,9.673449,48,-3.66167,25,38.156831,48,72.433588,25,-43.85255,48,-98.605992,25,0,0,760,30,34729
761,31,31-Jan-95,7.548004,48,9.49728,25,0.60819,48,0.529584,25,96.444438,48,96.47384,25,25.492567,48,25.454712,25,32.102146,48,111.60296,25,4.507179,48,-12.723622,25,15.376431,48,27.033672,25,-21.232996,48,-71.845832,25,0,0,761,31,34730
762,32,01-Feb-95,12.925094,48,15.084596,25,0.506956,48,0.439384,25,96.369875,48,96.41756,25,25.752579,48,25.548856,25,46.71931,48,140.937316,25,-6.003394,48,-22.939872,25,26.936339,46,50.587,23,-18.431654,46,-83.4347,23,0,0,762,32,34731
763,33,02-Feb-95,16.845896,48,18.75608,25,0.443487,48,0.406532,25,96.40175,48,96.41328,25,26.249408,48,25.819192,25,40.300917,48,128.77772,25,-10.945269,48,-27.832853,25,19.484919,48,34.570672,25,-15.090455,47,-78.95035,24,0,0,763,33,34732
764,34,03-Feb-95,9.905627,48,11.007892,25,0.600346,48,0.547196,25,97.258062,48,97.33852,25,25.727438,48,25.443688,25,46.314604,48,146.50984,25,4.473957,48,-7.845761,25,18.997571,48,31.96998,25,-31.791208,48,-106.6944,25,0,0,764,34,34733
765,35,04-Feb-95,9.350898,48,10.997124,25,0.580898,48,0.520316,25,97.197583,48,97.18044,25,25.119879,48,25.2094,25,52.479975,48,153.625592,25,5.330817,48,-9.438078,25,21.436849,47,42.952108,24,-48.070754,48,-124.553928,25,0,0,765,35,34734
766,36,05-Feb-95,5.746338,48,5.930552,25,0.627231,48,0.608896,25,97.248792,48,97.40652,25,25.102967,48,25.006384,25,55.135,48,152.35496,25,9.631268,48,-5.607438,25,17.727054,48,26.914976,25,-47.039085,48,-119.8324,25,0,0,766,36,34735
767,37,06-Feb-95,8.29106,48,10.634484,25,0.558992,48,0.478308,25,96.860979,48,96.90372,25,24.838929,48,24.767568,25,54.929431,48,146.836788,25,2.202433,48,-14.537136,25,15.813379,48,24.412184,25,-41.318792,48,-107.88812,25,0,0,767,37,34736
768,38,07-Feb-95,4.826183,48,5.749268,25,0.537298,48,0.454924,25,97.330979,48,97.44168,25,24.822746,48,24.618976,25,54.724912,48,145.473112,25,11.400423,48,-0.900595,25,17.651635,48,30.992216,25,-48.473748,48,-113.58054,25,0,0,768,38,34737
769,39,08-Feb-95,2.383071,48,3.550912,25,0.559421,48,0.520692,25,97.570958,48,97.70616,25,25.19965,48,24.739544,25,53.783894,48,153.484036,25,11.332375,48,-4.002854,25,17.329225,48,27.980236,25,-47.787304,48,-121.501464,25,0,0,769,39,34738
770,40,09-Feb-95,8.568729,48,10.119372,25,0.470123,48,0.432356,25,96.325208,48,96.309,25,24.766725,48,24.474112,25,64.267815,48,155.356704,25,2.205977,48,-12.776894,25,15.537808,48,25.98428,25,-50.935587,48,-116.594792,25,0,0,770,40,34739
771,41,10-Feb-95,6.872288,48,8.88442,25,0.677488,48,0.64352,25,95.739708,48,95.79752,25,24.635696,48,24.354096,25,71.414406,48,174.982152,25,1.807795,48,-15.003157,25,22.61905,48,39.545932,25,-50.60301,48,-120.43292,25,0,0,771,41,34740
772,42,11-Feb-95,0.624102,48,1.07752,25,0.508962,48,0.527824,25,96.560937,48,96.61888,25,24.131425,48,23.96092,25,16.288215,48,59.669732,25,18.778208,48,13.853408,25,11.130473,48,18.758408,25,-23.936169,48,-54.764872,25,0,0,772,42,34741
773,43,12-Feb-95,-3.402333,48,-3.616068,25,0.492667,48,0.479504,25,96.904917,48,96.88696,25,23.732546,48,23.755312,25,20.423383,48,50.854764,25,20.469775,48,17.658488,25,11.308613,48,15.387232,25,-29.584719,48,-53.126408,25,0,0,773,43,34742
774,44,13-Feb-95,-1.014333,48,-0.59192,25,0.730806,48,0.68312,25,96.843,48,96.89064,25,23.661471,48,23.682656,25,18.767167,48,42.121584,25,12.493195,48,8.551158,25,8.411512,48,11.705904,25,-22.84879,48,-38.966736,25,0.000254,0,774,44,34743
775,45,14-Feb-95,1.325019,48,0.645996,25,1.0268,48,1.033508,25,95.928771,48,95.92908,25,23.962433,48,24.174064,25,18.889,48,38.325264,25,7.627104,48,7.492417,25,11.92619,48,19.993752,25,-14.589902,48,-25.823912,25,0.000762,0,775,45,34744
776,46,15-Feb-95,5.35801,48,5.193028,25,0.852933,48,0.810136,25,96.023188,48,96.15072,25,23.912525,48,23.964224,25,68.727575,48,147.854072,25,-1.22145,48,-5.644761,25,23.223213,48,43.872012,25,-44.282669,48,-98.337024,25,0.001016,0,776,46,34745
777,47,16-Feb-95,-0.895256,48,-1.025896,25,0.867712,48,0.912096,25,96.902104,48,96.88856,25,24.178804,48,24.169176,25,16.236575,48,44.411728,25,17.127554,48,13.772874,25,22.60105,48,40.87352,25,-10.762975,48,-17.310884,25,0.006858,0,777,47,34746
778,48,17-Feb-95,3.789319,48,5.567316,25,0.663538,48,0.597512,25,97.551729,48,97.67644,25,25.126033,48,25.197088,25,96.754471,48,211.39468,25,4.090334,48,-17.07045,25,52.98127,47,100.487083,24,-59.539729,48,-118.15564,25,0,0,778,48,34747
779,49,18-Feb-95,8.290502,48,10.140576,25,0.567425,48,0.495152,25,97.013521,48,97.03512,25,25.156388,48,25.144848,25,57.199521,48,157.73396,25,-0.583502,48,-18.56989,25,24.321927,48,42.411388,25,-32.293687,48,-96.7518,25,0,0,779,49,34748
780,50,19-Feb-95,10.75816,48,12.354064,25,0.542875,48,0.502556,25,97.336646,48,97.47932,25,25.076592,48,25.09128,25,87.588344,48,212.35674,25,-4.72203,48,-25.215074,25,21.316021,48,40.261868,25,-61.55019,48,-146.879556,25,0,0,780,50,34749
781,51,20-Feb-95,14.1149,48,16.735396,25,0.429604,48,0.388124,25,97.329333,48,97.35284,25,25.038854,48,25.09312,25,86.773146,48,210.34376,25,-9.85368,48,-32.89141,25,23.46136,48,41.042708,25,-53.457327,48,-136.408156,25,0,0,781,51,34750
782,52,21-Feb-95,13.364154,48,15.057388,25,0.402542,48,0.347564,25,97.375333,48,97.4826,25,25.033213,48,25.051344,25,64.266062,48,169.04932,25,-6.442455,48,-26.280367,25,16.857985,48,28.113796,25,-40.965633,48,-114.655256,25,0,0,782,52,34751
783,53,22-Feb-95,16.165579,48,17.769432,25,0.449279,48,0.417216,25,96.53525,48,96.52016,25,25.012817,48,25.002568,25,48.98989,48,142.291748,25,-11.432324,48,-24.895262,25,21.519556,48,32.623276,25,-16.03785,48,-84.772872,25,0,0,783,53,34752
784,54,23-Feb-95,14.638752,48,16.295116,25,0.549979,48,0.515136,25,96.873875,48,96.91012,25,24.979042,48,24.97236,25,88.17375,48,221.01668,25,-8.550595,48,-24.884606,25,24.810202,48,44.911644,25,-54.812625,48,-151.21988,25,0,0,784,54,34753
785,55,24-Feb-95,10.988392,48,12.474164,25,0.453502,48,0.372168,25,97.716396,48,97.86844,25,24.838604,48,24.820384,25,75.868146,48,197.66624,25,-0.361972,48,-19.948495,25,11.307223,48,17.40094,25,-64.199323,48,-160.3175,25,0,0,785,55,34754
786,56,25-Feb-95,12.95231,48,14.841936,25,0.681992,48,0.627248,25,96.950771,48,96.99308,25,24.783983,48,24.800952,25,59.618044,48,153.580524,25,-8.235956,48,-24.050578,25,13.432306,48,22.418524,25,-37.95025,48,-107.11246,25,0,0,786,56,34755
787,57,26-Feb-95,17.044604,48,18.4352,25,0.838919,48,0.781264,25,96.238167,48,96.23692,25,24.965679,48,25.003264,25,69.38234,48,160.720492,25,-19.598489,48,-31.887082,25,23.341162,47,39.671367,24,-39.780417,47,-101.359248,25,0,0,787,57,34756
788,58,27-Feb-95,10.493642,48,10.804156,25,0.985083,48,0.96304,25,96.397937,48,96.4392,25,24.965763,48,24.981416,25,49.778165,48,105.866668,25,-0.267402,48,-7.874533,25,20.967909,47,41.509972,25,-35.595042,48,-56.482784,25,0,0,788,58,34757
789,59,28-Feb-95,0.73131,48,0.4701,25,0.926767,48,0.915088,25,97.187104,48,97.25348,25,24.400283,48,24.402408,25,32.471238,48,68.740312,25,22.659623,48,20.532164,25,15.906787,48,23.244192,25,-39.223875,48,-66.02794,25,0,0,789,59,34758
790,60,01-Mar-95,-4.191692,48,-4.388656,25,0.902606,48,0.87954,25,97.480208,48,97.50264,25,24.057312,48,24.004208,25,20.1783,48,43.775084,25,24.876533,48,25.298408,25,7.988108,48,10.924288,25,-37.066404,48,-58.148624,25,0.002032,0.00762,790,60,34759
791,61,02-Mar-95,-5.797535,48,-5.78044,25,0.990808,48,0.99774,25,97.456542,48,97.46676,25,23.959808,48,23.953352,25,14.655627,48,31.924432,25,18.163514,48,18.2288,25,27.164304,46,22.7272,25,-33.66942,45,-27.42562,25,0.002032,0.00762,791,61,34760
792,62,03-Mar-95,-2.570037,48,-2.218604,25,0.928863,48,0.882196,25,97.182208,48,97.20168,25,24.639421,48,24.548736,25,62.873321,48,125.225592,25,12.735315,48,9.636934,25,38.163725,48,55.302,25,-53.147617,46,-79.560984,25,0,0,792,62,34761
793,63,04-Mar-95,2.512588,40,3.373268,25,1.014705,40,1.02446,25,96.407175,40,96.30396,25,25.48446,40,25.51776,25,27.419333,40,46.481596,25,6.341574,40,3.16447,25,15.416745,40,21.872136,25,-18.344325,40,-27.774208,25,0,0,793,63,34762
794,64,05-Mar-95,5.256747,19,5.52761,10,0.931542,19,0.91603,10,96.266158,19,96.2975,10,25.315263,19,25.33444,10,30.714053,19,64.08461,10,-0.831631,19,-7.299116,10,18.088089,19,34.16671,10,-11.794068,19,-22.61831,10,0,0,794,64,34763
795,65,06-Mar-95,8.406715,47,11.013708,24,0.977477,47,0.963462,24,95.702894,47,95.567625,24,25.604443,47,25.3272,24,43.629866,47,91.081887,24,-3.43932,47,-18.652001,24,14.377451,47,30.694429,24,-25.81304,47,-41.735371,24,0.017272,0,795,65,34764
796,66,07-Mar-95,-4.996177,48,-4.955068,25,0.846119,48,0.793052,25,96.971771,48,97.06344,25,26.050008,48,25.897888,25,136.315767,48,295.6309,25,24.375987,48,12.284046,25,62.618821,48,104.41348,25,-98.072558,48,-203.500824,25,0,0,796,66,34765
797,67,08-Mar-95,-1.814773,48,-0.716016,25,0.647685,48,0.582192,25,97.821708,48,97.9446,25,25.311429,48,25.274992,25,112.696088,48,275.593408,25,9.985814,48,-11.165547,25,30.826087,48,52.181608,25,-91.855946,48,-212.246496,25,0,0,797,67,34766
798,68,09-Mar-95,6.395471,48,8.713588,25,0.481827,48,0.408332,25,97.492854,48,97.5504,25,25.252679,48,25.258016,25,88.604296,48,232.588208,25,-0.945842,48,-21.731594,25,38.069598,48,57.6407,25,-49.588242,48,-153.214544,25,0,0,798,68,34767
799,69,10-Mar-95,10.477031,48,12.375012,25,0.499788,48,0.452912,25,97.174917,48,97.21528,25,25.206392,48,25.232936,25,82.831196,48,224.177096,25,-7.959227,48,-25.87135,25,32.866615,47,49.898328,25,-49.976963,48,-148.406768,25,0,0,799,69,34768
800,70,11-Mar-95,12.800094,48,13.113944,25,0.805148,48,0.830504,25,96.748667,48,96.7852,25,25.536642,48,25.417872,25,26.191125,48,105.22092,25,-11.341252,48,-20.167944,25,10.151075,48,21.60006,25,-4.698827,48,-63.452868,25,0,0,800,70,34769
801,71,12-Mar-95,15.438708,48,15.78828,25,0.940788,48,0.948872,25,96.353542,48,96.4108,25,25.6952,48,25.45828,25,15.01671,48,52.518352,25,-19.673646,48,-22.235277,25,7.848654,48,20.892256,25,12.505483,48,-9.390992,25,0.008382,0,801,71,34770
802,72,13-Mar-95,12.142333,48,12.51564,25,1.0204,48,1.02366,25,96.269854,48,96.3092,25,27.914475,48,27.901216,25,19.395398,48,44.032464,25,-8.926888,48,-15.589598,25,10.211813,48,22.088844,25,-0.256637,48,-6.353928,25,0.01905,0,802,72,34771
803,73,14-Mar-95,12.587044,48,12.99144,25,1.005398,48,1.004952,25,96.539604,48,96.56012,25,28.375325,48,28.357784,25,55.291321,48,109.762784,25,-12.216404,48,-22.343784,25,34.864729,48,64.689216,25,-8.209908,48,-22.729172,25,0.006604,0,803,73,34772
804,74,15-Mar-95,14.736938,48,15.70528,25,0.918079,48,0.878888,25,96.958396,48,96.98684,25,28.268263,48,28.332032,25,62.872531,48,137.187876,25,-14.158349,48,-26.809438,25,29.863773,48,62.082864,25,-18.85079,48,-48.296324,25,0,0,804,74,34773
805,75,16-Mar-95,16.381354,48,18.16496,25,0.66999,48,0.606316,25,96.973208,48,97.00056,25,27.305887,48,27.307536,25,119.714563,48,261.31512,25,-14.601325,48,-41.177708,25,39.204498,48,74.555724,25,-65.908767,48,-145.581756,25,0,0,805,75,34774
806,76,17-Mar-95,17.184167,48,19.35436,25,0.593933,48,0.510772,25,97.173062,48,97.26968,25,26.832225,48,26.860256,25,102.220687,48,236.20524,25,-11.306805,48,-38.651829,25,72.357517,48,144.683384,25,-16.844292,48,-49.58294,25,0,0,806,76,34775
807,77,18-Mar-95,18.824521,48,21.36168,25,0.546856,48,0.464104,25,96.870812,48,96.97076,25,26.502196,48,26.51916,25,110.150458,48,251.20144,25,-13.110305,48,-39.508402,25,39.02204,48,80.797396,25,-56.897433,48,-128.744004,25,0,0,807,77,34776
808,78,19-Mar-95,20.99375,48,22.5952,25,0.532273,48,0.501288,25,95.83125,48,95.82156,25,26.247325,48,26.250128,25,98.83611,48,244.096292,25,-18.611833,48,-37.58376,25,44.018773,48,74.201016,25,-35.092131,48,-130.173624,25,0,0,808,78,34777
809,79,20-Mar-95,16.468667,48,17.79996,25,0.52936,48,0.453496,25,96.220208,48,96.371,25,26.086604,48,26.115592,25,116.070298,48,272.757012,25,-8.124367,48,-33.287182,25,38.164177,48,64.364808,25,-69.781565,48,-175.1047,25,0,0,809,79,34778
810,80,21-Mar-95,19.371271,48,21.57068,25,0.576765,48,0.47348,25,95.890979,48,95.95324,25,25.841242,48,25.839584,25,113.269271,48,266.48872,25,-16.896433,48,-39.183357,25,42.71465,48,82.848092,25,-53.6583,48,-144.457556,25,0,0,810,80,34779
811,81,22-Mar-95,23.714187,48,27.07192,25,0.477171,48,0.337948,25,95.604583,48,95.6154,25,25.776442,48,25.789456,25,108.668092,48,263.352816,25,-18.552927,48,-38.857725,25,57.318331,48,112.995144,25,-32.19429,48,-110.343276,25,0,0,811,81,34780
812,82,23-Mar-95,17.488812,48,18.80464,25,0.440048,48,0.399748,25,96.380833,48,96.53788,25,25.509363,48,25.516528,25,128.546871,48,296.447352,25,-5.091567,48,-29.873849,25,50.972373,48,92.71192,25,-79.112687,47,-191.069054,24,0,0,812,82,34781
813,83,24-Mar-95,18.352688,48,20.43592,25,0.607506,48,0.559572,25,96.031521,48,96.01804,25,25.309375,48,25.323304,25,129.0504,48,273.906956,25,-14.648039,48,-36.398062,25,66.031138,47,93.72544,25,-78.391359,46,-162.076562,24,0,0,813,83,34782
814,84,25-Mar-95,17.205646,48,17.27212,25,0.897175,48,0.898636,25,95.782333,48,95.76092,25,26.093725,48,25.870952,25,31.254235,48,66.76706,25,-8.166437,48,-12.150795,25,41.84766,47,16.933896,24,-24.544767,46,-52.256652,25,0.006604,0,814,84,34783
815,85,26-Mar-95,14.659158,48,16.25412,25,0.601454,48,0.40084,25,96.322437,48,96.3496,25,26.862563,48,26.861528,25,129.453606,48,290.75732,25,-4.159698,48,-23.09151,25,82.116123,48,154.68848,25,-53.273226,47,-135.656071,24,0,0,815,85,34784
816,86,27-Mar-95,9.347375,48,11.337544,25,0.610475,48,0.523176,25,97.111271,48,97.20524,25,26.255067,48,26.28548,25,140.278688,48,324.65128,25,5.671003,48,-21.774774,25,45.07199,48,82.963656,25,-99.58299,48,-217.42688,25,0,0,816,86,34785
817,87,28-Mar-95,5.631494,48,5.886236,25,0.805556,48,0.757468,25,97.270042,48,97.3272,25,25.871329,48,25.8438,25,11.865333,48,54.714104,25,19.078013,48,13.192218,25,15.219721,48,23.060076,25,-15.723271,48,-44.84556,25,0.000762,0,817,87,34786
818,88,29-Mar-95,6.826615,48,7.809024,25,0.85081,48,0.812988,25,97.165417,48,97.18552,25,25.636829,48,25.650632,25,81.337865,48,174.969732,25,3.152978,48,-10.169638,25,21.610613,48,43.501024,25,-62.880683,48,-121.299664,25,0,0,818,88,34787
819,89,30-Mar-95,6.662292,48,7.391392,25,0.673233,48,0.59862,25,97.06625,48,97.10492,25,25.428088,48,25.434056,25,91.910287,48,199.559968,25,4.195149,48,-10.291904,25,26.638746,48,48.249512,25,-69.46706,48,-141.01922,25,0,0,819,89,34788
820,90,31-Mar-95,8.200344,48,9.572688,25,0.773952,48,0.702208,25,96.961604,48,97.03708,25,25.342967,48,25.37408,25,113.086088,48,247.923488,25,-2.141282,48,-25.312108,25,24.502865,48,49.905076,25,-86.441513,48,-172.705484,25,0,0,820,90,34789
821,91,01-Apr-95,14.691206,48,17.617772,25,0.506108,48,0.40534,25,96.759375,48,96.8424,25,25.229125,48,25.27084,25,135.890856,48,312.398724,25,-9.711732,48,-39.224752,25,40.936849,47,79.334696,24,-85.579985,47,-200.625392,24,0,0,821,91,34790
822,92,02-Apr-95,16.903396,48,19.2736,25,0.427648,48,0.376216,25,96.688583,48,96.79612,25,24.990117,48,24.99668,25,129.129585,48,308.539684,25,-11.166762,48,-35.77881,25,43.778756,48,77.683616,25,-74.1837,48,-195.076464,25,0,0,822,92,34791
823,93,03-Apr-95,13.817271,48,13.7428,25,0.873687,48,0.927628,25,96.573333,48,96.58852,25,25.410279,48,25.415744,25,17.75281,48,50.1055,25,-1.498819,48,-9.054299,25,35.062394,48,35.780224,25,11.85456,47,-5.271292,25,0.00635,0,823,93,34792
824,94,04-Apr-95,12.934329,48,14.255588,25,0.890792,48,0.879088,25,96.873958,48,96.93864,25,25.891992,48,25.910456,25,108.160229,48,228.396812,25,-7.531245,48,-29.777323,25,74.415481,47,139.137792,24,-38.842536,45,-92.792236,22,0,0,824,94,34793
825,95,05-Apr-95,13.662244,48,16.145388,25,0.80735,48,0.733212,25,96.398312,48,96.42348,25,25.717754,48,25.718048,25,88.294485,48,204.707276,25,-4.665891,48,-25.150687,25,33.256896,48,68.105912,25,-50.371085,48,-111.449612,25,0,0,825,95,34794
826,96,06-Apr-95,15.27906,48,16.84896,25,0.84701,48,0.780864,25,96.179292,48,96.23552,25,25.645337,48,25.65288,25,127.66749,48,273.736692,25,-16.020125,48,-38.289406,25,37.298415,48,77.143308,25,-74.349085,48,-158.304248,25,0,0,826,96,34795
827,97,07-Apr-95,19.100833,48,20.98196,25,0.804129,48,0.72084,25,95.955729,48,95.9746,25,25.552029,48,25.551336,25,134.560548,48,308.495612,25,-20.404252,48,-41.321912,25,39.742179,48,93.904976,25,-74.413669,48,-173.267732,25,0,0,827,97,34796
828,98,08-Apr-95,22.890479,48,24.92032,25,0.598894,48,0.544968,25,95.4075,48,95.44684,25,25.353725,48,25.361192,25,136.951794,48,330.409444,25,-21.186526,48,-43.277091,25,66.988017,48,118.101784,25,-48.777958,48,-169.03152,25,0,0,828,98,34797
829,99,09-Apr-95,17.685187,48,18.97904,25,0.752708,48,0.702184,25,95.0015,48,95.0828,25,25.110329,48,25.147128,25,137.381113,48,315.8146,25,-13.411074,48,-35.733129,25,54.118825,48,98.508676,25,-69.85115,48,-181.572688,25,0,0,829,99,34798
830,100,10-Apr-95,9.930715,48,8.588712,25,0.88701,48,0.93966,25,95.311833,48,95.29756,25,27.029533,48,27.824808,25,28.37109,48,74.187136,25,17.654352,48,18.398458,25,41.562858,48,58.7972,25,-12.228955,47,-33.788648,25,0.02921,0,830,100,34799
831,101,11-Apr-95,6.272204,47,7.559292,24,0.568109,47,0.486279,24,96.188277,47,96.234625,24,26.730804,47,26.734508,24,142.294234,47,336.095375,24,8.680768,47,-14.864499,24,59.734864,47,103.190883,24,-91.24023,47,-218.040042,24,0,0,831,101,34800
832,102,12-Apr-95,12.242056,48,14.156032,25,0.483821,48,0.426092,25,97.053437,48,97.1666,25,26.214983,48,26.255808,25,153.870604,48,345.37196,25,-2.48701,48,-31.615533,25,54.37833,47,98.172858,24,-97.440532,47,-223.201542,24,0,0,832,102,34801
833,103,13-Apr-95,16.415869,48,19.401996,25,0.482117,48,0.3933,25,97.247396,48,97.397,25,25.845979,48,25.858432,25,143.755646,48,324.30748,25,-9.138817,48,-38.133434,25,55.505344,48,99.543396,25,-78.565233,48,-185.58178,25,0,0,833,103,34802
834,104,14-Apr-95,20.619292,48,22.45716,25,0.509529,48,0.454528,25,96.088875,48,96.0926,25,25.52025,48,25.546496,25,131.442521,48,312.2746,25,-15.113105,48,-33.29274,25,76.323879,48,118.307368,25,-40.005069,48,-160.673852,25,0,0,834,104,34803
835,105,15-Apr-95,20.420938,48,21.11608,25,0.749312,48,0.727088,25,95.934292,48,96.04816,25,25.363267,48,25.39084,25,106.597198,48,251.06516,25,-21.420441,48,-39.872785,25,52.860304,48,92.18584,25,-32.316552,48,-119.00698,25,0,0,835,105,34804
836,106,16-Apr-95,21.318167,48,23.08616,25,0.910692,48,0.854852,25,96.037125,48,96.09952,25,25.354317,48,25.37732,25,52.568048,48,124.654064,25,-16.799184,48,-28.37787,25,27.462925,48,42.639644,25,-17.824751,47,-53.637396,25,0.013208,0,836,106,34805
837,107,17-Apr-95,14.929809,47,14.956333,24,1.014743,47,1.0161,24,95.597766,47,95.57225,24,27.468098,47,28.118583,24,24.092428,47,56.928262,24,-0.114275,47,-2.386953,24,19.099932,47,37.356462,24,-4.878387,47,-17.185179,24,0.026416,0,837,107,34806
838,108,18-Apr-95,15.024667,48,16.1666,25,0.584694,48,0.4789,25,95.978021,48,96.13312,25,27.88665,48,27.899,25,178.712317,48,386.49716,25,-4.099415,48,-31.064843,25,122.601215,48,186.47928,25,-72.119382,45,-182.843083,24,0,0,838,108,34807
839,109,19-Apr-95,11.572817,48,12.681096,25,0.830662,48,0.756724,25,95.830792,48,95.87704,25,26.574825,48,26.541544,25,87.026973,48,199.17068,25,5.689095,48,-8.130157,25,50.127398,48,90.972284,25,-42.588275,48,-100.067412,25,0.006096,0,839,109,34808
840,110,20-Apr-95,14.96479,48,16.743188,25,0.734958,48,0.631772,25,95.553521,48,95.61208,25,26.260492,48,26.238904,25,184.030717,48,377.42868,25,-12.401818,48,-39.348938,25,91.137233,48,158.407856,25,-88.881849,47,-179.671796,25,0,0,840,110,34809
841,111,21-Apr-95,13.597125,48,15.917864,25,0.789663,48,0.73608,25,96.006042,48,95.99588,25,25.810504,48,25.851512,25,174.584467,48,374.580824,25,-9.035921,48,-37.71676,25,74.323143,47,136.370088,25,-94.137991,47,-198.302696,25,0.003048,0,841,111,34810
842,112,22-Apr-95,6.470923,48,6.063952,25,0.980637,48,0.994564,25,96.567125,48,96.52476,25,27.05875,48,27.402776,25,9.495825,48,30.27196,25,25.776871,48,28.42892,25,38.441036,47,53.820542,24,3.054843,47,-6.07875,24,0.029464,0,842,112,34811
843,113,23-Apr-95,8.704119,48,9.92722,25,0.827463,48,0.770316,25,96.712,48,96.73808,25,27.268146,48,27.219248,25,107.304067,48,227.725176,25,4.81946,48,-12.624581,25,67.064972,47,99.79412,25,-66.622208,48,-115.307332,25,0,0,843,113,34812
844,114,24-Apr-95,11.432233,48,14.254416,25,0.70045,48,0.584528,25,96.833125,48,96.91492,25,26.238417,48,26.223656,25,122.857896,48,264.87236,25,2.444546,48,-23.088825,25,80.314471,48,144.28276,25,-44.987754,48,-97.500628,25,0,0,844,114,34813
845,115,25-Apr-95,14.716156,48,17.29298,25,0.65949,48,0.563288,25,96.568042,48,96.68396,25,26.0137,48,26.017976,25,174.582402,48,379.70056,25,-6.781808,48,-31.682639,25,84.757413,48,141.051932,25,-84.658392,48,-210.06742,25,0,0,845,115,34814
846,116,26-Apr-95,14.777754,48,17.45376,25,0.726979,48,0.690916,25,96.196813,48,96.10236,25,25.872412,48,25.89508,25,145.104133,48,333.48768,25,-7.291066,48,-28.408241,25,56.792748,48,91.930104,25,-81.0206,48,-213.14936,25,0,0,846,116,34815
